,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
69,"Show specific corrective actions for fault event affecting wind turbine Electric, Sensor &Control system","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,"What are specific corrective activities for fault event causing inconsistency in the wind turbineElectric, Sensor &Control System?","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,"What are different fault events affecting the Electric, Sensor &Control System in the wind turbine?","MATCH(p)-[:AFFECTS]-(q{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,"What fault events affect the wind turbine Electric, Sensor &Control System?","MATCH(p)-[:AFFECTS]-(q{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,"What are specific corrective activities for fault in wind turbine Electric, Sensor &Control?","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,"What are specific corrective actions for wind turbine fault events affecting the Electric, Sensor &Control?","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,"What are all fault events in the wind turbine which affect Electric, Sensor &Control?","MATCH(p)-[:AFFECTS]-(q{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,"What are specific preventive actions for systems composed of Electric, Sensor &Control in the wind turbine?","MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,"What are the specific preventive maintenance actions for wind turbine Electric, Sensor &Control?","MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,"What are specific preventive activities for the wind turbine Electric, Sensor &Control System?","MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Electric, Sensor &Control""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Hydraulic System subsystem of the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Hydraulic System subsystem of the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Hydraulic System subsystem of the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Hydraulic System subsystem?,"MATCH(n{name:""Hydraulic System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Hydraulic System of the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Hydraulic System of the wind turbine,"MATCH(n{name:""Hydraulic System""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Hydraulic System of wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Hydraulic System system,"MATCH(n{name:""Hydraulic System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Hydraulic System system of the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Hydraulic System of wind turbine,"MATCH(n{name:""Hydraulic System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Hydraulic System of wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Hydraulic System subsystem,"MATCH(n{name:""Hydraulic System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Hydraulic System?,"MATCH(n)-[:AFFECTS]-(p{name:""Hydraulic System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Hydraulic System subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Hydraulic System subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Hydraulic System subsystem of the wind turbine?,"MATCH(n{name:""Hydraulic System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Hydraulic System of the wind turbine consist of?,"MATCH(n{name:""Hydraulic System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Hydraulic System?,"MATCH(n{name:""Hydraulic System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Hydraulic System of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Hydraulic System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Hydraulic System,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Hydraulic System of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Hydraulic System system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbineHydraulic System System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Hydraulic System System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Hydraulic System System?,"MATCH(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Hydraulic System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Hydraulic System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Hydraulic System?,"MATCH(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Hydraulic System in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Hydraulic System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Hydraulic System System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Hydraulic System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Park Brake subsystem of the wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Park Brake subsystem of the wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Park Brake subsystem of the wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Park Brake subsystem?,"MATCH(n{name:""Park Brake""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Park Brake of the wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Park Brake of the wind turbine,"MATCH(n{name:""Park Brake""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Park Brake of wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Park Brake system,"MATCH(n{name:""Park Brake""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Park Brake system of the wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Park Brake of wind turbine,"MATCH(n{name:""Park Brake""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Park Brake of wind turbine?,"MATCH(n{name:""Park Brake""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Park Brake subsystem,"MATCH(n{name:""Park Brake""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Park Brake?,"MATCH(n)-[:AFFECTS]-(p{name:""Park Brake""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Park Brake subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Park Brake subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Park Brake subsystem of the wind turbine?,"MATCH(n{name:""Park Brake""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Park Brake of the wind turbine consist of?,"MATCH(n{name:""Park Brake""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Park Brake?,"MATCH(n{name:""Park Brake""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Park Brake of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Park Brake?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Park Brake,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Park Brake of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Park Brake system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbinePark Brake System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Park Brake System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Park Brake System?,"MATCH(p)-[:AFFECTS]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Park Brake?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Park Brake?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Park Brake?,"MATCH(p)-[:AFFECTS]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Park Brake in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Park Brake?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Park Brake System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Park Brake""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Yaw System subsystem of the wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Yaw System subsystem of the wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Yaw System subsystem of the wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Yaw System subsystem?,"MATCH(n{name:""Yaw System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Yaw System of the wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Yaw System of the wind turbine,"MATCH(n{name:""Yaw System""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Yaw System of wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Yaw System system,"MATCH(n{name:""Yaw System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Yaw System system of the wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Yaw System of wind turbine,"MATCH(n{name:""Yaw System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Yaw System of wind turbine?,"MATCH(n{name:""Yaw System""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Yaw System subsystem,"MATCH(n{name:""Yaw System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Yaw System?,"MATCH(n)-[:AFFECTS]-(p{name:""Yaw System""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Yaw System subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Yaw System subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Yaw System subsystem of the wind turbine?,"MATCH(n{name:""Yaw System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Yaw System of the wind turbine consist of?,"MATCH(n{name:""Yaw System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Yaw System?,"MATCH(n{name:""Yaw System""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,Show all specific preventive actions for Yaw System of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Yaw System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Yaw System,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Yaw System of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Yaw System system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbineYaw System System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Yaw System System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Yaw System System?,"MATCH(p)-[:AFFECTS]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Yaw System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Yaw System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Yaw System?,"MATCH(p)-[:AFFECTS]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Yaw System in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Yaw System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Yaw System System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Yaw System""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,What are some important details for the Blades subsystem of the wind turbine?,"MATCH(n{name:""Blades""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,What are general corrective activities for the Blades subsystem of the wind turbine?,"MATCH(n{name:""Blades""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6,What are properties for Blades subsystem of the wind turbine?,"MATCH(n{name:""Blades""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7,Show all details about the wind turbine’s Blades subsystem?,"MATCH(n{name:""Blades""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8,What are general inspection activities for Blades of the wind turbine?,"MATCH(n{name:""Blades""}) RETURN n.InspectionActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,Show general maintenance images for Blades of the wind turbine,"MATCH(n{name:""Blades""}) RETURN n.image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10,What are useful visual inspection images for Blades of wind turbine?,"MATCH(n{name:""Blades""}) RETURN n.visualinspection_image_url",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,Provide a list of general corrective activities for the wind turbine Blades system,"MATCH(n{name:""Blades""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,What are general corrective maintenance activities for Blades system of the wind turbine?,"MATCH(n{name:""Blades""}) RETURN n.CorrectiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,Provide general predictive activities for Blades of wind turbine,"MATCH(n{name:""Blades""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,What are general predictive activities for the Blades of wind turbine?,"MATCH(n{name:""Blades""}) RETURN n.PredictiveActivities",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,Show description of the wind turbine Blades subsystem,"MATCH(n{name:""Blades""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,What alarms affect the wind turbine's Blades?,"MATCH(n)-[:AFFECTS]-(p{name:""Blades""}) RETURN n",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,What fault events affect the wind turbine Blades subsystem?,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,Show all details of fault events relating to wind turbine Blades subsystem,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,What are different parts of the Blades subsystem of the wind turbine?,"MATCH(n{name:""Blades""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,What does the Blades of the wind turbine consist of?,"MATCH(n{name:""Blades""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,What sub-systems make up the wind turbine Blades?,"MATCH(n{name:""Blades""})-[:CONSISTSOF]-(p) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
